Compound ID,measured log(solubility:mol/L),SMILES
mobley_1896013,-20.52,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O
mobley_2245668,-4.5,CC(C)CO
mobley_8723116,-5.9,c1cc(ccc1N)Cl
mobley_129464,-0.83,CCCCOCCCC
mobley_9434451,-0.48,CC(C)Br
mobley_7261305,-9.3,NN
mobley_8191186,0.06,C(C(F)(F)F)Cl
mobley_4434915,-0.55,CCl
mobley_667278,-4.4,c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl
mobley_6911232,-2.1,CCOC
mobley_8057732,-6.62,c1cc(cc(c1)Cl)O
mobley_5310099,1.58,CCCCC=C
mobley_5006685,-4.09,CC(=C)[C@H]1CCC(=CC1)C=O
mobley_6198745,-8.84,CC(=O)OCC(COC(=O)C)OC(=O)C
mobley_3201701,-9.41,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C
mobley_4690963,-3.54,CCOCCOCC
mobley_3746675,-1.24,CC(=C)c1ccccc1
mobley_1929982,-0.7,S
mobley_3187514,-5.53,Cc1ccccc1N
mobley_4964807,-5.99,CC(=O)CO[N+](=O)[O-]
mobley_210639,-0.46,CC(C)I
mobley_1075836,-2.93,CCC(=O)OC
mobley_6091882,1.28,C=C
mobley_8514745,-2.51,CCCCCOC(=O)C
mobley_8668219,2.52,CC[C@@H](C)C(C)C
mobley_9729792,-0.99,C1C=CC=CC=C1
mobley_2784376,0.75,C1CC1
mobley_8739734,-3.24,CC(C)C(=O)C
mobley_6338073,-6.68,CCNc1nc(nc(n1)SC)NC(C)(C)C
mobley_4884177,-4.59,CCc1cccnc1
mobley_6081058,-3.43,CCCCC/C=C/C=O
mobley_9257453,-7.29,c1cc(c(cc1O)Cl)Cl
mobley_36119,-4.09,CCCCCCCCO
mobley_5079234,-4.21,CCCCCCCO
mobley_2487143,-3.28,CCCCC(=O)C
mobley_430089,0.01,CCCC#C
mobley_7829570,-3.51,CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
mobley_5890803,-2.44,CCCOC(=O)CC
mobley_3269565,-2.01,CC(C)OC
mobley_1722522,-2.49,CCCC(=O)OCC
mobley_766666,-0.44,C(=C(Cl)Cl)Cl
mobley_4188615,-9.29,CN(C)C(=O)c1ccccc1
mobley_3999471,-0.84,CC(Cl)Cl
mobley_5747981,-5.73,COCC(OC)(OC)OC
mobley_9671033,-3.34,CCC[N+](=O)[O-]
mobley_525934,-1.2,CS
mobley_8578590,-9.280000000000001,CS(=O)C
mobley_1821184,-5.88,Cc1c[nH]c2c1cccc2
mobley_6571751,0.67,CC1=CCCCC1
mobley_4553008,-1.01,c1cc(ccc1Cl)Cl
mobley_5690766,1.01,C=CCCC=C
mobley_7532833,-3.88,CC#N
mobley_3398536,-1.74,c1ccc(cc1)I
mobley_3546460,-4.4,CCCCCCO
mobley_7106722,2.51,CCCC(C)C
mobley_7814642,-1.12,c1cc(c(cc1Cl)Cl)Cl
mobley_6727159,-8.18,C(CO[N+](=O)[O-])O
mobley_4639255,-9.3,C(CO)O
mobley_3034976,-6.69,CC(=O)O
mobley_9565165,-3.35,c1ccc-2c(c1)Cc3c2cccc3
mobley_2609604,2.56,CCC(C)(C)CC
mobley_7455579,-2.22,CC(C)COC=O
mobley_1967551,-3.5,CC=O
mobley_4587267,-23.62,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
mobley_172879,-3.15,c1ccc2c(c1)Oc3ccccc3O2
mobley_2457863,-7.66,COc1cccc(c1)O
mobley_2143011,1.83,CC(C)C=C
mobley_2837389,-4.78,c1cc[nH]c1
mobley_8789465,-6.2,c1ccc(c(c1)O)I
mobley_2859600,-1.24,C=Cc1ccccc1
mobley_1855337,-1.62,c1c(cc(c(c1Cl)Cl)Cl)Cl
mobley_9740891,-4.71,c1cc(c(c(c1)Cl)C#N)Cl
mobley_2771569,-7.77,CN1CCNCC1
mobley_8221999,-3.64,CCCC#N
mobley_4762983,1.66,CCCCCC=C
mobley_2279874,-4.42,COC(OC)OC
mobley_8764620,-6.75,c1cc(cnc1)C#N
mobley_4613090,-7.63,c1ccc(cc1)Cn2ccnc2
mobley_6978427,-3.3,COC(=O)C1CCCCC1
mobley_6739648,-5.06,C1COCCO1
mobley_1800170,-1.14,CCS
mobley_1046331,-3.82,c1ccc(cc1)OC=O
mobley_9821936,-4.53,c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2
mobley_4983965,-1.46,CCSCC
mobley_1781152,-2.4,CC(C)(C)C(=O)OC
mobley_4483973,-0.8,c1ccc(cc1)F
mobley_4780078,-6.01,Cc1ccc(c(c1)C)O
mobley_2294995,-2.56,CCOC=O
mobley_303222,1.32,CC=C
mobley_1563176,-0.99,CCCCS
mobley_4375719,3.13,CCCCCCCCC
mobley_8117218,-4.82,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
mobley_8765203,0.68,CC(=C)C=C
mobley_1278715,-0.64,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
mobley_2269032,-10.21,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O
mobley_929676,0.18,CCCCCCBr
mobley_1328465,-1.99,C(C(Cl)Cl)Cl
mobley_296847,-4.69,c1ccncc1
mobley_3663158,-8.11,c1ccc2cc(ccc2c1)O
mobley_9121449,-0.16,CCC#C
mobley_7295828,-2.45,COc1ccccc1
mobley_3425174,-0.77,C(F)Cl
mobley_2923700,-6.13,CCc1ccc(cc1)O
mobley_2123854,-10.17,c1cc(ccc1C#N)O
mobley_3589456,-4.59,COC(CCl)(OC)OC
mobley_2078467,-7.0,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O
mobley_3265457,-7.78,COc1cc(c(c(c1O)OC)Cl)C=O
mobley_9028462,-1.1,COC(=O)C(F)(F)F
mobley_1944394,-9.34,CN(C)CCOC(c1ccccc1)c2ccccc2
mobley_7735340,-9.63,c1cnc[nH]1
mobley_5948990,-7.37,c1ccc(c(c1)N)[N+](=O)[O-]
mobley_3452749,-1.21,Cc1cccc(c1C)C
mobley_9414831,-2.44,Cc1cccc2c1cccc2
mobley_8207196,-10.22,CCNc1nc(nc(n1)Cl)NCC
mobley_9557440,-17.74,c1c(c(=O)[nH]c(=O)[nH]1)Cl
mobley_6474572,-0.59,C=CCl
mobley_6988468,-4.33,CCc1ccccn1
mobley_7150646,-2.3,c1cc(ccc1Br)Br
mobley_5708811,-9.86,COc1c(ccc(c1C(=O)O)Cl)Cl
mobley_6688723,-6.44,COc1c(cc(c(c1O)OC)Cl)Cl
mobley_4252724,0.16,CC(C)Cc1ccccc1
mobley_8983100,-0.82,CBr
mobley_1952272,-4.02,C[N+](=O)[O-]
mobley_9007496,-9.45,CNC(=O)Oc1cccc2c1cccc2
mobley_8124669,-8.21,CCc1cccc(c1N(COC)C(=O)CCl)CC
mobley_1728386,-11.0,c1ccc(cc1)C(=O)N
mobley_5627459,-2.86,CC(C)C=O
mobley_7768165,-1.95,C(CBr)Cl
mobley_664966,-2.49,C(I)I
mobley_852937,-6.19,c1cc(ccc1O)F
mobley_4687447,-6.4,CCCOCCO
mobley_7364468,-5.18,CC1=CC(=O)CC(C1)(C)C
mobley_3414356,-3.92,CCCC(C)(C)O
mobley_778352,1.31,CC=C(C)C
mobley_7708038,-0.56,CCCBr
mobley_6896128,2.97,CCCC[C@@H](C)CC
mobley_7610437,-3.88,CC[C@H](C(C)C)O
mobley_5123639,-3.73,C[C@H](CC(C)C)O
mobley_8713762,-4.13,CCCN(CCC)C(=O)SCCC
mobley_2178600,-0.1,CCCCCCl
mobley_4936555,-6.78,Cc1cccc(c1C)Nc2ccccc2C(=O)O
mobley_590519,-1.64,CCSSCC
mobley_9883303,2.71,CCC[C@H](C)CC
mobley_9029594,-0.22,CF
mobley_1502181,-2.49,CCCCCCCC(=O)C
mobley_9478823,-0.9,Cc1ccccc1C
mobley_9201263,-4.87,COS(=O)(=O)C
mobley_2613240,-5.33,COc1ccccc1OC
mobley_7769613,0.84,CC(C)(C)Br
mobley_3040612,-0.85,CCc1ccccc1C
mobley_2410897,-4.5,CCN
mobley_5003962,-11.53,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N
mobley_1899443,1.47,CCCC(=C)C
mobley_4338603,-15.83,c1c(=O)[nH]c(=O)[nH]c1Cl
mobley_5935995,2.51,CCC(C)(C)C
mobley_8048190,-9.71,CC(=O)N
mobley_5917842,-5.8,Cc1ccc(c(c1)OC)O
mobley_4013838,-2.74,CC(C)C(=O)C(C)C
mobley_8883511,-3.93,Cc1ccccc1C=O
mobley_7732703,1.79,C(F)(F)(F)Br
mobley_3639400,-0.16,CCCCCl
mobley_9185328,-4.39,CCCN
mobley_3105103,-11.14,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl
mobley_8337977,-3.05,CC(C)CC(=O)C
mobley_5347550,-1.12,COC(C(Cl)Cl)(F)F
mobley_1733799,-5.85,c1cc(ccc1O)Br
mobley_5494918,2.93,C(=C(F)F)(C(F)(F)F)F
mobley_7010316,-5.46,C1CCC(CC1)O
mobley_8320545,-3.71,CC[N+](=O)[O-]
mobley_3775790,-2.89,Cn1cccc1
mobley_7157427,0.29,CCCCCCCCl
mobley_2782339,-9.61,c1ccc2c(c1)C(=O)NC2=O
mobley_3715043,-2.82,Cc1ccc(c2c1cccc2)C
mobley_5263791,-2.4,CCc1cccc2c1cccc2
