Compound ID,measured log(solubility:mol/L),SMILES
CHEMBL1682965,3.18,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(Br)ccc12)c1ccccc1
CHEMBL1809229,3.2,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(F)cc(F)cn23)n1
CHEMBL387125,2.23,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C
CHEMBL2325983,3.4,NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL2208429,2.95,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12
CHEMBL387545,3.3,COc1cc(N2CCN(C)CC2)c2nc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(N(C)C)c2c1
CHEMBL2023350,3.4,Cc1nn(C2CCN(C)CC2)cc1-c1cnc(N)c(-c2nc3ccccc3o2)c1
CHEMBL1889452,2.11,CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1
CHEMBL2216859,3.49,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1
CHEMBL273449,2.37,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCC(F)(F)F)c1=O)C(=O)C(F)(F)F
CHEMBL509,2.33,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
CHEMBL2164745,0.78,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1
CHEMBL2023802,3.29,CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC
CHEMBL567161,3.11,CCNc1nc(C#N)nc(Nc2ccccc2)n1
CHEMBL1682824,3.2,O=C1CCOc2nc(/C=C/c3ccccc3)ccc21
CHEMBL184659,2.7,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCC1
CHEMBL1684,1.78,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
CHEMBL193646,0.73,c1ccc(CNCCNCc2ccccc2)cc1
CHEMBL153036,1.96,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CHEMBL390674,3.47,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
CHEMBL2029359,1.92,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1
CHEMBL50161,2.96,COC(=O)CCCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O
CHEMBL2086691,3.1,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1
CHEMBL1703518,3.9,CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1
CHEMBL1084762,2.53,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1
CHEMBL1290746,2.6,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N
CHEMBL225363,2.7,CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1
CHEMBL193757,0.81,CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1
CHEMBL1382733,1.2,Cn1c(-c2ccc(O)nc2)nc2ccccc21
CHEMBL1190521,1.89,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1
CHEMBL210887,3.0,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1
CHEMBL1916264,0.65,CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL226856,1.11,O=c1[nH]n(Cc2ccsc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12
CHEMBL2361579,2.8,Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C
CHEMBL1308863,2.96,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1
CHEMBL1762157,3.73,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1
CHEMBL100675,2.16,Cc1ccc(Cl)c(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)c1
CHEMBL2207286,3.13,CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1
CHEMBL428777,3.67,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C
CHEMBL644,2.95,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
CHEMBL1608462,3.8,Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1
CHEMBL2207659,3.02,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1
CHEMBL2107729,3.02,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
CHEMBL101119,2.1,CN(C)CC(O)COc1ccc(Nc2cc(N(CC#N)c3cc(Cl)ccc3Cl)ncn2)cc1
CHEMBL22242,0.05,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
CHEMBL1094250,3.48,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O
CHEMBL2336320,2.82,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O
CHEMBL239767,3.9,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br
CHEMBL2171036,1.39,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
CHEMBL250132,3.22,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
CHEMBL235579,2.18,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O[C@H]2CCCNC2)ccc1Cl
CHEMBL514384,2.75,COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1
CHEMBL294878,3.2,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12
CHEMBL686,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C
CHEMBL167226,2.3,CCCc1c(OCc2ccc(C(=O)O)c(Br)c2)ccc(C(C)=O)c1O
CHEMBL550438,3.56,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1
CHEMBL301265,3.15,CCCN[C@H]1CCc2nc(N)sc2C1
CHEMBL1807855,0.47,Nc1nc(OCc2nccs2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O
CHEMBL1232461,2.46,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
CHEMBL403812,1.69,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1
CHEMBL521809,2.13,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1
CHEMBL1807870,0.99,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1
CHEMBL481563,3.87,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1ccc2ncccc2c1
CHEMBL1592130,4.2,c1ccc(-c2nnc(-c3ccccc3)s2)cc1
CHEMBL173706,-0.35,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
CHEMBL1916086,1.9,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1
CHEMBL2036748,1.98,CN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1
CHEMBL1800660,2.51,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1
CHEMBL2171049,1.6,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4)CC3)CC2)cc1
CHEMBL2333941,0.8,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
CHEMBL2151323,2.41,CC(C)Oc1cc(-n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1
CHEMBL2325014,2.3,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl
CHEMBL1073,0.31,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
CHEMBL280713,2.1,O=C(O)c1ccccc1Cn1nnc(-c2cccc(OCc3ccc4ccccc4n3)c2)n1
CHEMBL1721498,2.72,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)C2CC2)CC1
CHEMBL1945292,0.01,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1
CHEMBL520742,2.82,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3)c2cc1OC
CHEMBL1430654,4.02,O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1
CHEMBL1738761,0.76,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1
CHEMBL2023801,2.79,CCc1[nH]nc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C
CHEMBL100945,2.8,C#CCN(c1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1)c1cc(Cl)ccc1Cl
CHEMBL99408,1.33,Nc1ccc2ncccc2c1
CHEMBL1950722,1.65,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCc2ccccc2)C1)C1CCCCC1
CHEMBL1917462,0.92,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O
CHEMBL1824031,1.42,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1
CHEMBL258175,1.68,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1
CHEMBL474484,0.7,CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N
CHEMBL260091,2.03,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO
CHEMBL2208432,4.46,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21
CHEMBL1917455,2.28,Cc1c(Oc2ccc(Cl)cc2)c2cc(C(F)(F)F)ccc2n1CC(=O)O
CHEMBL481611,2.9,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
CHEMBL11,2.49,CN(C)CCCN1c2ccccc2CCc2ccccc21
CHEMBL1682836,3.1,CN1CCOc2cc(COC3CCCCC3)cnc21
CHEMBL14516,2.0,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2CCOCC2)c1=O)C(=O)C(F)(F)F
CHEMBL6966,2.61,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
CHEMBL575492,3.37,COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1
CHEMBL2031563,0.29,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(F)cc2[nH]cnc12
CHEMBL621,2.67,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
CHEMBL208487,2.74,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL1956334,3.01,CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1
CHEMBL115022,2.41,CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1
CHEMBL400883,2.41,COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1
CHEMBL1809198,3.5,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(F)cccn23)n1
CHEMBL546,0.2,C=CCOc1ccccc1OCC(O)CNC(C)C
CHEMBL1914480,0.83,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1
CHEMBL1346348,3.16,O=C(c1scc2c1CCCC2)N1CCCCC1
CHEMBL452530,1.2,NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O
CHEMBL10975,2.02,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F
CHEMBL2070947,1.49,CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1
CHEMBL588,0.87,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
CHEMBL445162,3.13,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
CHEMBL1824038,-0.11,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2
CHEMBL1783259,3.65,COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC(C)C)nnc23)c1
CHEMBL488881,4.2,O=c1cc(N2CCOCC2)oc2c(-c3cccc(-c4ccsc4)c3)cccc12
CHEMBL1491421,1.9,CC(C)(C)c1cc2nc3c(c(O)n2n1)CN(Cc1ccccc1)C3=O
CHEMBL1164652,3.58,Cc1ncc(-c2ccnc(Nc3ccccc3)n2)n1C(C)C
CHEMBL440335,4.5,[O-]c1c2c(nn1-c1ccc(Cl)cc1)c1ccccc1c[n+]2Cc1ccccc1
CHEMBL2164668,3.01,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3oc4ccccc4c3C2)CC1
CHEMBL259850,2.9,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1
CHEMBL241609,2.45,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12
CHEMBL2152918,3.4,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(N)=N1
CHEMBL1945294,-0.28,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1
CHEMBL1258188,3.31,COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1
CHEMBL1214185,1.8,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL479847,2.95,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1OC
CHEMBL2086675,3.4,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1
CHEMBL2349324,4.5,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12
CHEMBL383760,3.65,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC
CHEMBL1934268,0.95,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1
CHEMBL158766,1.37,Cc1ccc(O)c(O)c1
CHEMBL837,1.6,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
CHEMBL2110732,4.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
CHEMBL2325601,2.65,Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl
CHEMBL1209658,2.71,N#Cc1cc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)ccc1F
CHEMBL2062571,2.24,CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1
CHEMBL2153435,2.42,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
CHEMBL1209739,3.13,COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1
CHEMBL1364,-0.58,Cc1ncc(CO)c(CO)c1O
CHEMBL453053,1.22,NC(=O)Nc1sc(-c2ccc(CNC3CCCC3)cc2)cc1C(N)=O
CHEMBL2059000,0.5,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1
CHEMBL421604,1.34,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1
CHEMBL2171042,1.84,Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
CHEMBL2172001,1.93,Cc1nnc(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12
CHEMBL2062566,3.3,CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CC2
CHEMBL107920,3.84,Fc1cc(F)cc(-c2cc(N(CCCN3CCCCCC3)Cc3ccc4c(c3)OCO4)on2)c1
CHEMBL1831130,1.55,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1
CHEMBL230641,4.21,CC(C)c1ccccc1Nc1nc(SCc2cccs2)n[nH]1
CHEMBL98406,2.2,Nc1nc2ccc(F)cc2s1
CHEMBL376813,2.7,COc1cc(N2CC[C@@H](N(C)C)C2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1
CHEMBL26894,0.36,O=S(=O)(Nc1nccs1)c1ccc(O)cc1
CHEMBL329672,3.9,Clc1cccc(Nc2ncnc3ccccc23)c1
CHEMBL1946026,2.75,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCCC1
CHEMBL1288221,2.94,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12
CHEMBL1574150,4.36,O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1
CHEMBL272282,1.63,Cn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21
CHEMBL128613,2.79,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1
CHEMBL251202,2.65,COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1
CHEMBL1430943,3.44,CCCS(=O)(=O)N1CCCC(C(=O)N2CCC(Cc3ccccc3)CC2)C1
CHEMBL605785,2.98,COC1(c2ccc(NC(=O)c3cc(=O)c4cc(F)cc(-c5c(C)nn(C)c5C)c4o3)cn2)CCOCC1
CHEMBL128514,3.5,CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CSC2=O)cc1
CHEMBL440464,0.5,CN1CCCC1c1cccnc1
CHEMBL104298,1.6,Oc1nc2cc(Cl)cc(Cl)c2c(O)c1-c1ccccc1
CHEMBL6399,0.9,CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12
CHEMBL271939,2.4,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21
CHEMBL303714,0.4,NCc1nc2ccccc2[nH]1
CHEMBL1559397,-0.8,O=C(O)c1cc(-c2ccncc2)nc2ccc(F)cc12
CHEMBL1834385,2.0,Nc1nccc(-c2ccccc2)n1
CHEMBL2326693,2.37,OCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1
CHEMBL1762537,4.2,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCCC3)cc(N3CCOCC3)c2)n1
CHEMBL1730860,3.3,Oc1ccc(-c2cnc3ccccc3n2)cc1
CHEMBL2164688,2.4,COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3
CHEMBL318021,2.4,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O
CHEMBL2164377,3.9,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1
CHEMBL208330,2.9,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL1950864,1.64,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1
CHEMBL2164689,4.2,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(C(F)(F)F)cc4c3C2)CC1
CHEMBL279053,3.92,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12
CHEMBL898,0.59,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
CHEMBL1824832,2.94,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1
CHEMBL66953,2.03,O=c1c(O)cccc2cc(O)c(O)c(O)c12
CHEMBL2331752,2.35,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL1807826,1.21,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1
CHEMBL1917419,2.87,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O
CHEMBL2059869,2.71,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL180184,4.0,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL1201203,1.49,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
CHEMBL1947153,1.99,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1
CHEMBL388473,2.0,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1
CHEMBL2104196,1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1
CHEMBL2312933,2.6,CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1
CHEMBL480601,3.84,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2
CHEMBL652,1.13,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL2326689,2.47,CN1CC=CCC(c2cc3ccccc3o2)C1
CHEMBL370826,2.41,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1
CHEMBL2062570,3.57,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1
CHEMBL28636,2.8,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
CHEMBL2104625,0.67,O=C(Nc1nnn[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O
CHEMBL15706,2.3,COc1cccc2c(O)cc(-c3ccccc3)nc12
CHEMBL1835918,2.62,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1
CHEMBL1456596,1.37,c1ccc(CN(Cc2ccccc2)c2nn[nH]n2)cc1
CHEMBL358325,2.58,Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
CHEMBL465305,2.21,CC(=O)c1ccc(N2CCN(S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C)CC2)nc1
CHEMBL1957840,3.3,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12
CHEMBL2335905,3.02,C[C@@H](NC1=CC(=O)NCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
CHEMBL1689136,1.52,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1
CHEMBL2048864,0.68,O=C1NC(=O)/C(=C/c2cccc(Cl)c2N2CCNCC2)S1
CHEMBL314034,3.83,CSc1nc(-c2ccccc2)nn1Cc1ccccc1
CHEMBL417727,2.23,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2
CHEMBL409494,2.76,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1
CHEMBL514690,2.88,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C
CHEMBL1762541,3.0,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(CN3CCOCC3)cc(N3CCOCC3)c2)n1
CHEMBL365903,2.3,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12
CHEMBL472455,3.09,COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1
CHEMBL2107366,2.9,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C
CHEMBL1682961,3.62,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(F)ccc12)c1ccccc1
CHEMBL1957374,3.5,CCc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1
CHEMBL1164033,2.99,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl
CHEMBL1915315,2.9,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1
CHEMBL2087421,-0.4,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1
CHEMBL1508448,-0.2,CC(C)(C)c1cc(O)n2nc(N)nc2n1
CHEMBL14323,2.7,COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1
CHEMBL456381,3.7,Oc1ccc(-c2csc(-c3ccc(O)cc3)n2)cc1
